id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg, pub, year>
1211	external resistance	1,1249	-0,6877	5	103	159	11	2015
1212	external surface	0,3646	0,617	1	229	316	17	2015,8235
1213	extraction efficiency	-0,2881	-0,3496	2	187	282	23	2017,6522
1214	extraction solvent	-0,263	-0,1347	2	152	195	16	2017,3125
1215	extraction temperature	-0,4727	-0,1648	4	83	103	12	2016,5
1216	extraction time	-0,4181	-0,1601	4	217	343	35	2017,4571
1217	extraction yield	-0,2739	-0,1091	2	190	251	26	2017,5
1218	extractive	-0,0608	0,1624	6	184	247	20	2015,85
1219	fabrication	1,2263	-0,1798	5	585	1476	91	2015,7253
1220	facile	1,0338	0,2199	5	171	212	14	2017,2857
1221	facile synthesis	0,8723	0,2866	1	160	196	15	2017,0667
1222	facility	-0,3861	-0,3457	3	801	1663	132	2015,5909
1223	factorial design	-0,3835	-0,1603	4	365	651	51	2015,4902
1224	fad	1,5357	-0,4786	5	221	490	22	2013,4545
1225	faee	-0,2539	-0,1863	4	323	649	49	2015,2245
1226	faee yield	-0,1593	-0,1682	4	130	207	16	2016,375
1227	faees	0,2106	-0,1499	4	113	174	12	2016,1667
1228	fame	-0,4163	-0,1043	4	1303	5039	365	2015,5726
1229	fame content	-0,3639	-0,1097	4	284	553	43	2015,4884
1230	fame production	-0,4037	-0,1685	4	205	344	23	2015,087
1231	fame yield	-0,2051	-0,0076	4	609	1679	112	2016,2054
1232	fames	-0,2842	-0,1231	4	724	1763	130	2016,1
1233	family	0,4436	-0,3019	2	684	1375	105	2015,2857
1234	farmer	-0,5381	-0,4469	3	186	225	18	2015,6667
1235	fast microwave	-0,3051	0,7724	6	82	165	14	2016,5
1236	fast pyrolysis	-0,2251	0,46	6	1189	4086	310	2015,9935
1237	fast pyrolysis process	-0,2383	0,5627	6	242	395	33	2016,1515
1238	fatty acid composition	-0,6005	-0,3466	4	456	956	72	2015,5556
1239	fatty acid ethyl ester	-0,1919	-0,128	4	478	1058	79	2015,481
1240	fatty acid methyl ester	-0,4193	-0,0956	4	1529	6777	500	2015,116
1241	fatty acid profile	-0,4663	-0,482	2	398	746	59	2016,5254
1242	fatty acids methyl ester	-0,2938	-0,2241	4	179	259	19	2016,1579
1243	fatty acids profile	-0,3897	-0,5042	4	128	149	12	2016,0833
1244	fcc	-0,3429	0,5644	1	350	669	46	2016,0217
1245	fcc unit	-0,3926	0,5361	1	109	177	13	2014,2308
1246	fdh	1,4046	-0,5679	5	164	299	16	2014,875
1247	fe sem	0,3531	0,5017	1	206	265	13	2017,4615
1248	fe3o4	0,5492	0,1806	1	288	406	26	2017,4231
1249	fecl3	0,251	0,3955	1	291	387	26	2016,4615
1250	feed concentration	-0,1339	0,2666	3	182	290	24	2015,9583
1251	feedstock cost	-0,4663	-0,5252	3	214	327	23	2016,6522
1252	feedstock oil	-0,6524	-0,2617	4	106	130	10	2015,1
1253	fermentability	0,2613	-0,5206	2	167	274	19	2013,6842
1254	fermentable sugar	0,3053	-0,5399	2	553	1407	101	2016,1089
1255	fermentation	0,2133	-0,5678	2	1393	5539	428	2015,7103
1256	fermentation broth	0,1215	-0,4189	2	189	268	25	2015,96
1257	fermentation efficiency	0,3179	-0,6885	2	133	218	14	2015,7857
1258	fermentation inhibitor	0,4185	-0,4818	2	107	143	13	2015,9231
1259	fermentation medium	0,3088	-0,6306	2	159	223	17	2016,1176
1260	fermentation process	0,1242	-0,5543	2	511	926	71	2016,1831
1261	ferrocene	1,6471	-0,5018	5	152	275	13	2015,6154
1262	fesem	0,165	0,5939	1	400	862	50	2018,46
1263	ffa	-0,3858	0,0191	4	950	3502	249	2014,9237
1264	ffa content	-0,5781	-0,0642	4	279	592	41	2015,2439
1265	ffa conversion	-0,3021	0,3446	4	159	313	22	2015,5
1266	ffas	-0,1803	0,0177	4	277	532	41	2015,4634
1267	field emission scanning electron microscopy	0,3456	0,3418	1	325	469	26	2017,3462
1268	film	1,2596	-0,2669	5	643	2053	128	2013,7031
1269	filter	-0,7074	-0,244	7	409	673	47	2015,4468
1270	filter paper	0,6589	-0,4516	2	211	295	20	2016,15
1271	final pyrolysis temperature	-0,5258	0,5999	6	114	171	12	2015,25
1272	final temperature	-0,3068	0,801	6	103	158	13	2016,3846
1273	fire point	-0,9283	0,0139	4	183	292	20	2016,7
1274	first example	1,208	-0,1362	5	153	196	12	2015,3333
1275	first generation	-0,3689	-0,4951	3	129	148	11	2014,5455
1276	first generation biofuel	-0,4919	-0,24	3	156	192	15	2014,4
1277	first order	-0,0463	0,2177	4	170	216	20	2014,9
1278	first order kinetic	-0,1657	0,1641	4	236	329	22	2017
1279	first order reaction	0,0852	0,2987	4	150	218	14	2016,6429
1280	fischer tropsch	-0,4595	-0,1865	3	287	427	39	2014,1026
1281	fischer tropsch process	-0,4328	-0,3251	3	98	123	12	2015,75
1282	fischer tropsch synthesis	-0,3529	-0,1426	3	377	661	52	2015,25
1283	flame	-0,8224	-0,0928	7	222	335	30	2017
1284	flash point	-0,9718	0,0238	4	749	2503	159	2015,9119
1285	flash pyrolysis	-0,2128	0,8669	6	208	339	24	2015,25
1286	flower	0,6171	0,136	1	184	224	18	2017,7222
1287	fluid	0,2218	-0,1779	5	524	844	73	2016
1288	fluid catalytic cracking	-0,2757	0,7113	1	104	135	11	2016,4545
1289	fluid flow	0,2458	-0,2006	5	103	136	14	2015,4286
1290	fluidized bed	-0,3799	0,2223	3	169	229	20	2015,8
1291	fluorescence	0,6104	-0,5027	2	173	237	19	2016,3684
1292	flynn wall ozawa	-0,3744	0,7715	6	78	111	11	2018,6364
1293	fold	0,4598	-0,4265	2	1019	2143	155	2016,1419
1294	fold increase	0,5971	-0,4988	2	426	634	44	2015,8864
1295	following condition	-0,2158	-0,224	4	92	116	10	2015,9
1296	food crop	-0,3894	-0,3056	3	306	394	28	2015,1071
1297	food production	-0,238	-0,4512	3	264	341	24	2015,2083
1298	food security	-0,5053	-0,5358	3	244	316	19	2017,2105
1299	forest residue	-0,3291	-0,4197	3	277	380	24	2013,9583
1300	forestry	-0,3538	-0,3982	3	127	151	11	2015,0909
1301	forestry residue	-0,116	0,0047	3	123	136	11	2013,1818
1302	formal potential	1,6459	-0,4388	5	167	303	16	2009,875
1303	formaldehyde	-0,7437	-0,0629	7	348	606	48	2015,4375
1304	formate dehydrogenase	1,2319	-0,6027	5	150	233	14	2015,2143
1305	fossil	-0,4103	-0,3599	3	397	588	43	2017,2326
1306	fossil diesel	-0,9838	-0,3484	7	469	947	58	2017,4138
1307	fossil diesel fuel	-0,9922	-0,1906	7	144	189	12	2014,9167
1308	fossil fuel consumption	-0,4718	-0,3219	3	134	153	13	2017,0769
1309	fossil fuel depletion	-0,6195	-0,1438	3	156	193	12	2017,4167
1310	foundation	0,0927	-0,4909	3	270	364	32	2015,5625
1311	fourier transform infrared	-0,229	0,309	4	250	334	17	2017,2353
1312	fourier transform infrared spectroscopy	-0,0375	0,4634	1	351	582	37	2018,1081
1313	fractional distillation	-0,4641	0,5999	6	138	224	19	2017,8421
1314	fragrance	0,3725	-0,194	2	122	146	13	2018,4615
1315	free enzyme	0,6542	-0,293	5	258	415	28	2015,6071
1316	free fatty acid	-0,3099	0,0435	4	1248	4788	377	2014,939
1317	free fatty acid content	-0,5335	-0,1049	4	293	515	36	2016,1389
1318	free glycerol	-0,3384	-0,1058	4	132	187	15	2015,4
1319	free lipase	0,3867	-0,1995	4	150	224	14	2018,3571
1320	frequency factor	-0,4132	0,2975	4	198	261	19	2018,5263
1321	fresh catalyst	0,0375	0,7542	1	181	220	16	2015,125
1322	fresh water	-0,5819	-0,5378	3	174	193	12	2018,3333
1323	freshwater	-0,683	-0,3471	7	125	193	13	2017,8462
1324	friction	-0,7003	-0,0658	7	149	204	20	2016,75
1325	frt	1,9547	-0,4634	5	104	238	10	2016,8
1326	fructose	0,6104	0,2955	1	673	1736	139	2016,1079
1327	fructose conversion	0,5307	0,486	1	89	122	10	2018,6
1328	fructose dehydrogenase	1,6391	-0,5013	5	147	294	14	2014,5714
1329	frying oil	-0,7958	-0,0528	4	204	316	25	2014,48
1330	ft icr ms	-0,0545	0,732	6	164	257	21	2017,1905
1331	ft ir	-0,0233	0,5242	1	1354	4788	307	2016,6059
1332	ft ir spectroscopy	0,2111	0,694	1	139	159	12	2016,8333
1333	ft synthesis	-0,4672	-0,1363	3	125	164	13	2014,9231
1334	ftir spectroscopy	0,0773	0,6504	1	298	411	28	2017,0714
1335	fuel blend	-1,2858	-0,4436	7	552	1851	107	2017,7103
1336	fuel cell	0,9917	-0,3064	5	816	2676	184	2014,7446
1337	fuel cell application	0,7486	-0,164	5	141	164	14	2013,5714
1338	fuel composition	-0,9376	-0,3168	7	173	219	15	2017,3333
1339	fuel consumption	-1,195	-0,533	7	433	1113	64	2016,0938
1340	fuel demand	-0,4868	-0,4362	3	165	197	13	2016
1341	fuel economy	-0,988	-0,475	7	240	365	21	2015,2381
1342	fuel gas	-0,3127	0,3069	3	207	296	24	2014,125
1343	fuel mixture	-0,8996	-0,2733	7	271	423	28	2017,0714
1344	fuel precursor	0,1582	0,4721	1	282	377	29	2017,5517
1345	fuel price	-0,7368	-0,3651	3	304	439	27	2017,2963
1346	fuel property	-0,8119	0,0571	4	1372	5390	350	2015,9429
1347	fuel sample	-1,3352	-0,3953	7	166	256	16	2017,1875
1348	fuel type	-0,8127	-0,4301	7	211	304	23	2015,3913
1349	full conversion	0,1632	0,3055	1	167	217	17	2014,8235
1350	full load	-1,4083	-0,4615	7	334	967	48	2018,0208
1351	full load condition	-1,5656	-0,5399	7	220	528	26	2016,3846
1352	functionalization	0,6716	0,2755	1	402	656	44	2016,2273
1353	fungi	0,3891	-0,5685	2	398	694	54	2014,9074
1354	furaldehyde	0,379	0,3703	1	119	150	11	2013,7273
1355	furan	0,1698	0,5846	1	1031	2779	204	2017,0147
1356	furan compound	0,0197	0,8703	6	103	146	12	2016,1667
1357	furan ring	0,4504	0,7532	1	163	253	19	2016,3158
1358	furanic compound	0,3571	0,8117	1	185	256	15	2018,3333
1359	furfural	0,3396	0,4204	1	601	1175	103	2017,0097
1360	furfural alcohol	0,438	0,7411	1	127	153	10	2019,6
1361	furfural conversion	0,5092	0,7831	1	150	191	14	2018,2143
1362	furfural production	0,1016	0,0204	1	133	161	14	2016,6429
1363	furfural yield	0,2891	0,1692	1	122	157	16	2016,375
1364	furfuryl alcohol	0,4724	0,6218	1	394	753	59	2017,678
1365	further development	0,355	-0,4247	3	276	357	27	2016,4444
1366	further upgrading	-0,2733	0,3931	6	130	159	13	2016,7692
1367	future application	0,6833	-0,4978	5	173	227	17	2015,5882
1368	future development	0,2132	-0,367	3	139	152	14	2015,4286
1369	future prospect	-0,0774	-0,3419	3	178	220	20	2015,7
1370	g ethanol	0,2009	-0,7394	2	129	213	16	2016,5625
1371	g g	0,1647	-0,3381	2	401	654	49	2016,7959
1372	g kg	0,1866	-0,0759	2	99	120	11	2015,4545
1373	g l	0,2213	-0,5496	2	946	3017	238	2016,937
1374	g l h	0,3424	-0,6358	2	92	121	11	2018,6364
1375	g l1	0,0262	-0,5349	2	311	537	42	2019,119
1376	g mol	0,154	0,1855	2	141	180	15	2015,3333
1377	gal	-0,3361	-0,5539	3	282	456	29	2014,6207
1378	galactose	0,6365	-0,3648	2	234	424	28	2016,5357
1379	gallon	-0,4017	-0,5164	3	318	588	38	2015,4211
1380	gas chromatograph mass spectrometer	-0,1764	0,6567	6	223	292	15	2016,6
1381	gas chromatography analysis	-0,3422	-0,1146	4	149	188	15	2016,3333
1382	gas chromatography mass spectrometry	-0,2999	0,6716	6	980	3027	206	2016,3301
1383	gas chromatography mass spectrometry analysis	-0,2517	0,7093	6	106	135	12	2016,5833
1384	gas chromatography mass spectroscopy	-0,1541	0,562	6	352	619	37	2017,1081
1385	gas chromatographymass spectrometry	-0,3303	0,4381	6	276	362	26	2018,0769
1386	gas cleaning	-0,3893	-0,1777	3	159	234	21	2015,381
1387	gas composition	-0,2961	0,1419	3	352	593	52	2014,8846
1388	gas flow rate	-0,4604	0,5028	6	201	314	24	2015,2917
1389	gas oil	-0,4964	0,3513	1	230	368	32	2015,875
1390	gas product	-0,2963	0,6016	6	442	876	65	2015,1385
1391	gas yield	-0,3186	0,5063	6	653	1581	125	2015,776
1392	gaseous biofuel	-0,2607	-0,4303	3	134	149	11	2015,5455
1393	gaseous emission	-1,0965	-0,3433	7	239	381	24	2016,2917
1394	gaseous fuel	-0,5226	-0,0283	3	203	248	18	2014,6667
1395	gaseous hydrocarbon	-0,4442	0,4074	1	138	175	13	2014,5385
1396	gaseous product	-0,2786	0,6042	6	607	1349	107	2015,6542
1397	gasification	-0,3807	-0,1003	3	1056	3501	296	2015,4155
1398	gasification performance	-0,4447	0,121	3	94	141	12	2017,25
1399	gasification process	-0,4152	0,0218	3	288	508	48	2015,2292
1400	gasification technology	-0,4428	-0,2577	3	158	210	17	2014,6471
1401	gasification temperature	-0,4585	-0,0858	3	157	214	15	2014,4
1402	gasifier	-0,4432	-0,0379	3	386	869	79	2015,443
1403	gasoil	-0,3511	0,5243	1	211	329	22	2016,1818
1404	gasoline engine	-0,9916	-0,4588	7	152	195	15	2016,2667
1405	gasoline equivalent	-0,2672	-0,4831	3	198	301	20	2017,1
1406	gasoline fraction	-0,374	0,5698	1	213	331	33	2013,5758
1407	gasoline range	-0,1408	0,7593	1	141	176	13	2017,2308
1408	gasoline range hydrocarbon	-0,1643	0,8153	1	130	160	12	2017,5833
1409	gbfc	1,5342	-0,2858	5	146	255	13	2017,4615
1410	gc ms	-0,2768	0,6173	6	1351	5116	350	2015,7857
1411	gc ms analysis	-0,282	0,5629	6	679	1521	115	2016,3565
1412	gc ms result	-0,3395	0,5567	6	240	363	27	2016,1481
1413	gce	1,6921	-0,3012	5	218	492	19	2014,6316
1414	gcms analysis	-0,3332	0,5091	6	356	599	42	2018,6429
1415	gdh	1,6477	-0,5129	5	298	909	41	2013,3902
1416	gel permeation chromatography	-0,0156	0,3437	6	237	339	26	2015,4231
1417	gene	0,4836	-0,6488	2	640	2101	159	2015,4403
1418	genetic algorithm	-0,4986	-0,1543	4	203	269	23	2017,3478
1419	genetic engineering	0,123	-0,6379	2	197	243	19	2012,6842
1420	genetic modification	0,2445	-0,5765	2	117	131	10	2014
1421	genome	0,5983	-0,6883	2	229	464	35	2015,6571
1422	genotoxicity	-1,0386	-0,5322	7	106	197	13	2016,7692
1423	germany	-0,2714	-0,4547	3	131	145	13	2014,0769
1424	gge	-0,3024	-0,4477	3	193	294	17	2017,2353
1425	ghg	-0,5599	-0,5618	3	607	1449	83	2016,7831
1426	ghg emission	-0,5659	-0,58	3	451	938	53	2016,717
1427	gibbs free energy	-0,2787	0,2852	3	129	152	13	2016,9231
1428	glassy carbon	1,5658	-0,3862	5	192	338	16	2014,3125
1429	glassy carbon electrode	1,6377	-0,3816	5	379	1268	55	2013,4364
1430	global warming	-0,4419	-0,3382	3	639	1112	87	2015,5402
1431	global warming potential	-0,5093	-0,6233	3	192	364	24	2017,4583
1432	globe	-0,5927	-0,4989	3	171	198	12	2018,6667
1433	glucan	0,363	-0,3698	2	297	608	45	2015,5556
1434	glucose	0,876	-0,303	5	1719	9652	631	2014,9334
1435	glucose biofuel cell	1,5086	-0,3222	5	331	879	46	2016,8043
1436	glucose concentration	1,3315	-0,3543	5	382	964	55	2015,5455
1437	glucose conversion	0,6153	0,2832	1	132	167	13	2017,0769
1438	glucose dehydrogenase	1,6193	-0,5322	5	350	1256	63	2013,9524
1439	glucose oxidase	1,6042	-0,4046	5	585	3595	176	2014,5966
1440	glucose oxidation	1,5768	-0,3681	5	393	1322	70	2014,6286
1441	glucose oxidation reaction	1,5433	-0,2055	5	174	360	17	2018,7059
1442	glucose production	0,3153	-0,3808	2	123	156	12	2015,5833
1443	glucose recovery	0,2263	-0,3843	2	87	120	10	2015,2
1444	glucose yield	0,2998	-0,4217	2	288	701	55	2015,4364
1445	glucosidase	0,6042	-0,6224	2	399	1071	69	2015,4783
1446	glucosidase activity	0,6785	-0,6225	2	119	195	11	2014,7273
1447	glutaraldehyde	1,2633	-0,3559	5	355	781	41	2015,561
1448	glyceride	-0,1957	-0,0887	4	306	524	47	2014,0851
1449	glycerol carbonate	-0,2931	-0,1174	4	70	121	13	2014,3077
1450	glycerol content	-0,3261	-0,2089	4	150	216	18	2014,4444
1451	glycerol phase	-0,627	0,017	4	45	73	10	2013,7
1452	glycolaldehyde	0,331	0,378	1	92	118	10	2014,8
1453	glycoside hydrolase	0,7094	-0,6244	2	169	318	21	2016
1454	glycoside hydrolase family	0,7569	-0,6257	2	126	240	16	2015,0625
1455	glycosidic bond	0,5987	-0,0298	2	163	235	20	2016,85
1456	god	1,5295	-0,3598	5	165	296	14	2015,2143
1457	gold	1,2465	-0,2406	5	333	641	37	2014
1458	gold electrode	1,5468	-0,5108	5	232	532	26	2012,8462
1459	gold nanoparticle	1,5012	-0,4082	5	377	1076	55	2015,2364
1460	good activity	0,4258	0,6005	1	220	268	20	2016,5
1461	good catalytic activity	0,8113	0,13	5	231	372	22	2015,8636
1462	good catalytic performance	0,2299	0,6323	1	169	226	18	2018,2222
1463	good quality	-0,5515	0,298	4	129	164	11	2015,3636
1464	good reusability	0,4254	0,3175	1	197	319	20	2016,25
1465	good selectivity	0,6659	0,4317	1	265	337	21	2015,381
1466	good stability	0,5929	0,2607	1	472	697	48	2017,0833
1467	good yield	0,2661	0,483	1	208	276	23	2016,1304
1468	gor	1,499	-0,1925	5	156	309	14	2018,4286
1469	government	-0,6804	-0,6128	3	415	743	52	2015,1346
1470	gox	1,6061	-0,3808	5	506	2532	120	2015,2333
1471	gpc	-0,0275	0,4624	6	325	511	37	2016,3784
1472	grafting	0,5178	0,3904	1	211	264	19	2016,4211
1473	graphene	1,1964	-0,1534	5	411	813	51	2017,1765
1474	graphene oxide	1,0533	-0,0681	5	497	1020	58	2017,9483
1475	graphite	1,1251	-0,1509	5	337	551	34	2013,7353
1476	graphite electrode	1,2258	-0,4165	5	228	365	19	2015,5789
1477	gravimetric analysis	-0,2784	0,6411	6	401	743	41	2016,0732
1478	great influence	-0,2967	0,7754	6	81	112	10	2014,8
1479	great promise	0,8958	-0,2959	5	310	449	28	2015,25
1480	green catalyst	-0,3118	-0,0011	4	221	336	24	2016
1481	green synthesis	0,4988	0,2223	1	127	146	11	2019,3636
1482	greenhouse gas	-0,4719	-0,5629	3	601	1278	72	2016,6528
1483	greenhouse gas emission	-0,5598	-0,4849	3	828	1869	136	2016,2353
1484	greenhouse gase	-0,5189	-0,4315	3	438	674	48	2017,625
1485	growth condition	0,1579	-0,5831	2	165	226	18	2017,0556
1486	growth medium	0,1435	-0,5713	2	253	370	28	2016,5357
1487	growth rate	-0,0132	-0,4782	2	560	1101	83	2016,4217
1488	guaiacol	0,1491	0,8339	1	706	1934	135	2016,3778
1489	guaiacol conversion	0,3341	0,9687	1	138	217	14	2016,3571
1490	guaiacyl	0,1806	-0,0005	2	136	188	15	2015,8667
1491	gvl	0,4349	0,445	1	395	772	68	2017,2059
1492	gwp	-0,5843	-0,6505	3	190	364	22	2016,5
1493	h beta	0,133	0,8834	1	186	241	16	2015,4375
1494	h c	-0,1787	0,6316	6	333	576	44	2017,0909
1495	h c ratio	-0,3307	0,4756	6	329	526	40	2018,075
1496	h donor	0,5399	0,6942	1	113	151	12	2017,6667
1497	h reaction	0,1474	0,0007	4	164	208	16	2014,8125
1498	h reaction time	-0,1186	0,2352	4	562	1211	77	2017,2468
1499	h zsm	0,16	0,7867	1	387	653	42	2014,5238
1500	h2 co	-0,2598	0,2703	3	123	161	14	2016,0714
1501	h2 co ratio	-0,3701	0,1886	3	101	141	13	2016,1538
1502	h2 pressure	0,3779	0,8556	1	251	381	25	2017,24
1503	h2 tpr	0,2604	0,8533	1	295	519	31	2017
1504	h2 yield	-0,0545	0,5043	1	290	533	44	2015,5909
1505	h2o2	1,0997	-0,3652	5	513	1068	61	2015,9344
1506	hammett indicator	-0,1011	0,4319	4	128	194	10	2016,8
1507	hammett indicator method	0,0304	0,7231	1	114	207	10	2016,7
1508	hardwood	0,1382	-0,1056	2	261	418	32	2015,4375
1509	harmful emission	-1,2041	-0,4468	7	135	190	12	2017,6667
1510	harvesting	0,0562	-0,5066	2	539	927	78	2016,5641
1511	hc emission	-1,5297	-0,4587	7	288	811	41	2017,9512
1512	hdo	0,1689	0,7936	1	960	3317	227	2017,0925
1513	hdo oil	-0,2486	0,6487	1	85	121	10	2013,6
1514	hdo process	0,1959	0,7551	1	295	490	32	2017,75
1515	hdo reaction	0,2374	0,8686	1	229	381	23	2017,1739
1516	hds	0,1286	0,7161	1	102	130	11	2015,0909
1517	heat integration	-0,2664	-0,3474	3	244	367	30	2016,0333
1518	heat recovery	-0,3826	-0,1979	3	140	161	15	2015,6667
1519	heat release rate	-1,5131	-0,5141	7	337	1344	61	2017,6885
1520	heat transfer	-0,0323	-0,0761	5	185	258	34	2016,5294
1521	heat value	-0,3502	0,6569	6	270	472	37	2015,2162
1522	heating rate	-0,4419	0,6661	6	661	2025	157	2016,3694
1523	heavy bio oil	-0,271	0,7115	6	192	328	23	2016,1304
1524	heavy duty diesel engine	-1,2514	-0,486	7	167	348	20	2012,35
1525	heavy fraction	-0,1404	0,6403	6	265	395	33	2015,8485
1526	heavy oil	-0,1519	0,5319	6	379	710	50	2016,14
1527	hectare	-0,2623	-0,6553	3	135	161	13	2013,9231
1528	hemicellulase	0,5489	-0,6628	2	152	238	16	2014,1875
1529	hemicellulose	0,1767	-0,0466	2	1216	3776	297	2016,2761
1530	hemicellulose content	0,1524	-0,2571	2	115	147	12	2016,9167
1531	hemicellulose fraction	0,1383	-0,1649	2	218	298	19	2015,4211
1532	hemoglobin	1,377	-0,3383	5	127	201	11	2012,8182
1533	heptadecane	0,1275	0,617	1	261	393	33	2016,2121
1534	heterogeneous acid catalyst	0,0988	0,3939	1	294	462	32	2016,6875
1535	heterogeneous base catalyst	-0,2265	0,3377	4	276	545	32	2016,4688
1536	heterogeneous catalyst	-0,0188	0,3617	1	1348	5056	366	2016,5874
1537	heterologous expression	0,5398	-0,7143	2	120	186	13	2015,3077
1538	heteropolyacid	0,2764	0,5173	1	173	234	20	2015
1539	hevea brasiliensis	-0,8251	0,0873	4	99	131	10	2014,6
1540	hexose	0,3919	-0,1513	2	196	270	20	2014,75
1541	hhv	-0,323	0,5412	6	1024	3315	228	2017,1096
1542	hierarchical structure	0,6848	0,4816	1	154	198	13	2017,6923
1543	hierarchical zsm	0,3046	0,8843	1	136	198	12	2017,5833
1544	high	0,2693	-0,4721	2	175	217	16	2015,875
1545	high acid value	-0,3869	0,2978	4	219	342	25	2016,12
1546	high activity	0,5105	0,4294	1	862	1843	139	2015,518
1547	high ash content	-0,3225	0,3606	6	174	245	18	2017,7222
1548	high bio oil yield	-0,2192	0,5868	6	136	206	16	2017,4375
1549	high biodiesel yield	-0,1945	0,259	4	199	300	20	2016,75
1550	high carbon content	-0,1615	0,3441	6	111	140	10	2019
1551	high catalytic activity	0,4352	0,3958	1	667	1367	88	2016,1364
1552	high catalytic performance	0,3976	0,3421	1	127	135	11	2018,1818
1553	high cetane number	-0,921	-0,2366	7	209	304	18	2015,3889
1554	high current density	1,5622	-0,4509	5	189	338	17	2014,5882
1555	high demand	-0,6009	-0,4971	7	108	122	10	2017,4
1556	high density biofuel	0,3748	0,6868	1	102	164	15	2017,0667
1557	high dispersion	0,4247	0,6727	1	210	256	15	2016,6
1558	high fame yield	-0,3406	-0,0438	4	128	181	12	2015,1667
1559	high ffa	-0,5912	0,0113	4	132	202	12	2014,1667
1560	high free fatty acid	-0,5175	0,0883	4	438	1059	71	2014,0563
1561	high free fatty acid content	-0,6829	-0,0285	4	254	444	27	2015,7407
1562	high growth rate	-0,3222	-0,2946	2	103	123	10	2017,9
